id,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7,miembros
2038,15,40,32,55,53,4,1,72,5
2039,22,1,36,40,30,95,47,53,5
2040,24,45,10,22,12,73,15,66,5
2041,80,11,3,9,53,1,20,46,4
2042,27,66,71,5,47,17,46,67,4
2043,35,11,95,25,40,38,21,8,4
2044,9,1,43,10,38,87,23,18,4
2045,43,24,4,46,40,1,2,31,3
2046,26,20,68,94,33,57,10,55,3
2047,95,11,99,6,3,61,38,1,4
2048,82,98,8,25,95,66,36,47,2
2049,94,1,30,11,95,46,12,66,6
2050,87,38,18,3,36,40,89,54,3
2051,10,53,80,81,40,35,38,72,7
2052,32,41,22,40,1,16,29,96,5
2053,62,1,26,4,27,46,38,3,5
2054,59,50,11,55,56,100,4,93,3
2055,10,25,1,45,24,68,46,87,2
2056,74,23,39,66,32,26,93,67,4
2057,39,7,73,15,1,58,21,55,4
2058,73,47,29,44,1,10,74,12,3
2059,53,17,24,83,88,61,28,19,4
2060,50,67,18,52,25,75,22,38,5
2061,4,80,22,68,42,31,46,94,2
2062,8,94,30,60,6,24,67,17,7
2063,38,7,87,3,45,31,9,10,3
2064,4,1,53,78,68,89,40,75,5
2065,39,52,14,3,42,7,40,84,4
2066,17,3,53,68,82,50,62,58,2
2067,67,68,17,75,8,78,29,53,5
2068,32,28,96,81,48,1,17,30,8
2069,17,95,25,18,83,14,1,10,5
2070,45,38,33,1,5,21,43,66,2
2071,60,3,35,16,82,95,13,40,5
2072,40,32,94,75,52,26,11,12,3
2073,4,47,59,29,35,9,89,12,3
2074,99,53,96,1,13,4,17,40,3
2075,52,2,26,60,47,13,91,82,2
2076,78,18,95,47,69,74,27,59,6
2077,9,38,52,5,12,47,25,21,2
2078,63,66,46,54,86,61,24,4,5
2079,1,68,16,35,10,88,4,61,6
2080,1,27,91,19,53,13,3,95,3
2081,37,74,49,53,13,8,18,58,7
2082,17,95,49,53,38,30,10,40,4
2083,25,3,29,11,12,80,99,66,2
2084,44,4,46,40,33,31,29,1,4
2085,19,52,53,25,24,39,36,3,2
2086,3,54,13,38,66,1,61,26,2
2087,54,59,92,12,22,3,4,68,5
2088,25,94,48,26,45,5,2,37,6
2089,43,83,7,38,76,1,5,12,5
2090,63,35,3,60,87,33,75,38,2
2091,67,62,82,21,26,46,54,45,2
2092,24,47,66,67,61,53,18,51,5
2093,1,22,40,9,63,15,27,55,6
2094,46,5,80,74,4,52,67,2,2
2095,82,13,75,47,1,10,80,34,3
2096,27,26,88,67,89,25,3,73,6
2097,26,74,71,67,40,20,29,52,7
2098,5,36,67,87,14,43,60,26,4
2099,61,59,10,64,34,53,38,56,5
2100,34,67,60,5,12,1,53,26,4
2101,1,4,95,39,68,98,47,61,4
2102,25,46,1,11,87,5,4,31,4
2103,36,32,5,8,39,50,75,2,5
2104,88,66,59,25,5,36,27,89,4
2105,30,10,66,87,9,60,80,36,2
2106,16,22,26,1,46,23,54,82,4
2107,87,27,12,49,3,17,24,96,4
2108,21,95,7,96,1,67,28,87,3
2109,15,12,46,94,38,42,66,40,7
2110,96,80,61,69,54,52,18,8,5
2111,29,97,33,59,69,27,54,18,3
2112,66,27,3,4,6,52,87,5,4
2113,14,33,1,6,89,68,38,16,5
2114,38,4,75,40,89,33,52,19,7
2115,87,10,60,96,82,7,88,38,8
2116,13,9,75,18,79,59,25,24,4
2117,27,17,80,96,45,23,24,3,3
2118,19,66,82,59,32,28,9,48,3
2119,42,3,45,24,25,31,19,26,3
2120,53,45,7,40,14,24,39,21,4
2121,50,11,1,14,85,25,88,4,4
2122,33,47,3,68,59,12,2,42,6
2123,61,10,24,37,72,52,4,19,4
2124,68,60,25,59,1,73,11,71,5
2125,87,1,55,58,50,11,94,26,3
2126,61,75,6,82,25,41,24,17,4
2127,52,1,26,3,68,11,47,45,3
2128,38,4,96,1,40,49,88,61,3
2129,11,32,52,45,60,2,22,63,5
2130,99,80,66,57,29,14,54,7,4
2131,40,82,41,73,88,31,10,56,3
2132,26,10,75,20,61,17,4,67,4
2133,57,4,89,25,23,82,73,91,3
2134,42,10,19,1,32,52,11,75,3
2135,31,43,25,3,11,81,40,4,4
2136,8,60,75,19,14,17,72,1,4
2137,88,25,80,46,27,1,83,84,4
2138,40,80,73,82,25,90,19,89,2
2139,33,45,54,11,18,32,1,24,4
2140,68,94,47,38,46,1,53,28,3
2141,52,56,19,38,24,26,96,28,4
2142,96,11,23,94,76,47,68,16,5
2143,36,4,1,66,11,68,95,79,4
2144,84,24,18,73,41,1,20,52,4
2145,1,75,29,24,66,59,67,6,3
2146,32,51,19,47,60,52,75,1,2
2147,67,96,58,10,24,36,17,15,4
2148,40,16,94,5,53,4,48,59,7
2149,17,48,11,88,12,47,33,22,4
2150,41,3,33,18,86,96,46,73,3
2151,32,46,55,87,96,61,17,88,4
2152,9,39,54,36,96,95,66,46,5
2153,32,77,80,15,47,93,19,61,2
2154,16,44,13,22,5,89,33,32,7
2155,96,68,52,54,99,29,39,24,3
2156,77,38,88,66,45,74,44,62,3
2157,29,73,55,38,75,20,96,3,2
2158,95,87,74,68,77,88,64,31,5
2159,26,10,49,96,25,33,60,36,5
2160,1,29,39,11,13,52,28,24,2
2161,74,39,1,82,37,33,14,77,2
2162,29,60,1,10,59,89,70,75,4
2163,94,11,18,17,95,25,26,47,5
2164,17,60,24,44,59,6,74,3,5
2165,88,64,37,75,87,82,18,20,6
2166,87,3,32,58,1,18,45,86,6
2167,44,10,45,52,2,96,68,31,3
2168,95,36,47,3,1,8,6,18,4
2169,1,8,29,88,73,75,4,83,3
2170,81,11,18,21,75,46,26,54,5
2171,25,1,54,67,69,40,89,49,5
2172,70,98,60,25,5,33,94,18,5
2173,33,66,67,47,25,32,69,89,4
2174,59,73,9,94,70,66,41,54,2
2175,30,91,18,32,51,87,12,68,3
2176,31,67,80,4,18,75,24,15,4
2177,18,54,39,31,46,33,88,24,3
2178,96,82,25,38,41,4,24,3,4
2179,15,24,17,6,68,25,75,5,2
2180,24,28,21,81,61,94,18,71,5
2181,40,15,63,75,18,32,95,19,2
2182,53,67,1,24,94,39,89,59,8
2183,43,12,1,25,48,34,66,54,7
2184,76,82,26,4,90,17,37,44,4
2185,87,96,40,68,11,16,80,14,3
2186,1,67,37,96,18,62,53,46,4
2187,30,49,94,80,3,1,4,24,3
2188,1,44,42,25,19,67,95,87,4
2189,53,1,6,25,22,39,43,26,4
2190,74,7,31,19,89,18,11,81,5
2191,1,90,11,47,80,66,61,35,3
2192,12,1,86,33,43,90,64,17,4
2193,7,81,3,28,24,31,44,61,5
2194,11,86,1,14,73,27,61,52,4
2195,60,18,53,11,66,5,25,89,5
2196,11,54,94,39,66,53,17,47,3
2197,17,49,3,88,25,32,24,55,5
2198,97,14,54,5,47,17,24,37,8
2199,3,24,94,40,19,98,46,28,4
2200,1,10,93,11,3,21,17,25,3
2201,33,45,1,54,38,3,10,17,2
2202,16,41,22,90,38,81,1,59,4
2203,98,42,94,99,53,59,17,73,6
2204,57,38,1,11,32,86,95,40,6
2205,17,44,7,26,74,3,67,81,5
2206,36,82,28,46,59,57,18,40,2
2207,1,53,5,80,69,34,88,63,7
2208,80,1,2,98,13,87,45,73,7
2209,95,23,38,53,77,73,20,94,7
2210,10,73,55,57,47,87,26,1,5
2211,20,98,52,31,33,47,7,32,4
2212,66,46,7,2,86,12,18,29,4
2213,33,11,7,38,25,71,13,2,3
2214,60,12,61,11,82,93,100,96,4
2215,33,96,26,12,58,17,40,34,2
2216,58,74,17,80,27,56,94,10,4
2217,41,26,66,19,27,9,40,61,4
2218,35,67,52,13,33,87,26,69,5
2219,19,23,2,81,53,67,7,42,4
2220,65,89,3,5,54,99,23,1,6
2221,6,27,17,89,26,66,1,39,6
2222,1,60,10,66,46,82,39,52,4
2223,24,60,32,35,61,3,63,59,5
2224,52,39,26,53,95,5,57,7,4
2225,58,81,8,75,1,52,50,24,5
2226,68,57,46,81,59,63,31,45,2
2227,66,95,54,47,30,4,61,34,4
2228,47,1,54,67,94,18,25,95,5
2229,3,67,36,24,5,20,94,12,5
2230,20,40,26,5,1,94,77,48,2
2231,43,53,15,50,70,76,29,5,4
2232,31,8,1,88,42,67,75,45,2
2233,8,94,51,3,31,95,61,39,5
2234,52,26,31,46,41,11,21,74,5
2235,47,14,38,53,17,96,3,25,2
2236,32,88,22,1,2,23,17,48,3
2237,21,96,48,9,75,39,47,51,4
2238,83,53,31,100,2,24,41,89,4
2239,19,47,1,17,75,95,38,46,3
2240,99,17,1,21,18,87,94,66,4
2241,59,19,14,88,26,81,58,31,4
2242,5,67,60,54,1,95,74,6,7
2243,10,94,17,52,61,95,24,1,4
2244,68,37,75,89,1,53,13,5,3
2245,30,52,4,92,95,12,59,73,7
2246,33,19,1,44,18,53,67,73,4
2247,75,61,19,81,10,47,18,73,5
2248,89,67,11,4,1,97,75,95,3
2249,74,61,82,89,78,1,46,80,3
2250,80,26,1,18,41,13,74,96,6
2251,1,18,47,38,16,20,54,87,4
2252,33,96,9,36,54,13,53,59,3
2253,8,37,46,1,60,78,97,59,4
2254,8,42,67,47,46,52,45,59,3
2255,98,67,89,42,21,99,29,38,4
2256,14,1,99,43,19,32,96,38,8
2257,60,87,25,88,38,18,74,85,4
2258,29,40,12,14,27,18,89,1,4
2259,1,3,28,54,38,51,39,87,4
2260,5,3,56,32,37,67,21,59,4
2261,66,10,1,54,14,12,46,6,4
2262,11,21,52,15,40,1,41,42,4
2263,33,81,1,17,80,54,72,24,5
2264,1,91,100,52,67,44,96,61,3
2265,7,75,73,52,11,1,12,33,6
2266,40,80,94,10,67,66,52,53,4
2267,21,32,56,5,1,88,95,52,3
2268,26,41,1,47,11,75,5,55,2
2269,32,16,3,24,10,59,4,19,3
2270,14,79,60,85,52,3,51,47,3
2271,46,23,26,78,70,5,48,18,2
2272,24,37,81,85,13,8,27,33,5
2273,33,19,73,66,45,53,21,46,5
2274,79,26,72,89,54,41,12,18,4
2275,24,7,20,66,6,2,80,1,6
2276,28,10,31,38,57,69,47,1,3
2277,24,74,16,67,39,60,68,21,3
2278,73,4,94,25,28,12,23,96,4
2279,4,40,13,89,27,95,77,53,6
2280,82,29,24,31,33,11,68,25,2
2281,88,10,16,26,73,95,68,18,4
2282,16,4,52,3,6,53,32,39,4
2283,33,50,11,40,46,53,68,57,5
2284,64,87,12,5,11,94,17,63,5
2285,81,47,24,5,21,1,15,74,5
2286,11,1,33,95,25,39,63,85,4
2287,95,12,24,47,61,23,72,89,6
2288,33,1,60,18,26,68,13,28,3
2289,61,1,22,98,3,87,96,11,7
2290,12,95,1,61,18,32,43,80,5
2291,30,1,11,19,17,24,35,51,2
2292,45,10,13,49,12,33,68,74,3
2293,47,1,82,46,49,8,6,67,2
2294,45,33,62,27,79,32,31,95,3
2295,66,49,81,3,38,53,91,37,4
2296,15,1,65,34,60,42,38,11,3
2297,1,55,76,37,19,72,20,94,3
2298,1,19,89,24,88,64,46,36,3
2299,13,31,81,47,67,60,1,73,3
2300,85,38,4,52,95,31,1,57,4
2301,1,45,3,38,7,4,22,80,4
2302,75,60,1,39,52,54,29,66,4
2303,81,25,1,60,18,3,22,14,4
2304,93,13,2,38,57,12,32,11,5
2305,39,1,26,74,24,36,81,23,3
2306,33,6,1,39,7,24,54,55,2
2307,23,32,79,85,30,1,78,82,3
2308,40,31,49,68,24,8,60,45,4
2309,10,58,60,95,22,6,1,9,5
2310,21,73,96,94,3,4,40,19,4
2311,4,40,67,1,11,48,16,74,4
2312,70,2,4,3,18,33,40,11,6
2313,24,19,40,96,94,41,17,13,3
2314,39,20,96,12,47,3,48,87,7
2315,35,32,26,36,25,46,4,95,5
2316,31,57,15,1,77,88,38,94,3
2317,4,59,12,52,29,67,80,14,4
2318,87,24,61,14,20,81,33,39,8
2319,73,1,25,19,74,14,61,65,4
2320,23,11,46,68,72,31,96,15,3
2321,13,10,55,76,89,30,35,1,6
2322,87,88,5,29,50,89,20,22,5
2323,68,47,87,26,3,13,1,15,4
2324,1,18,23,54,17,82,95,73,6
2325,25,12,1,87,5,15,85,8,6
2326,87,23,21,19,88,31,45,14,5
2327,10,53,54,17,18,35,34,67,4
2328,74,19,75,39,87,4,45,40,3
2329,78,54,46,17,4,47,94,5,4
2330,94,19,26,23,92,57,25,24,5
2331,84,45,3,53,5,91,61,17,5
2332,14,29,11,1,86,95,32,49,4
2333,30,6,13,57,74,22,59,1,4
2334,1,33,7,24,26,8,21,37,3
2335,61,25,47,59,24,29,97,82,3
2336,58,15,39,38,1,92,14,45,5
2337,41,24,17,80,9,12,52,13,3
2338,96,1,7,66,5,65,23,55,3
2339,47,90,56,87,76,53,14,44,4
2340,100,39,8,73,63,68,52,86,3
2341,13,68,47,61,58,4,82,1,4
2342,1,5,61,54,31,24,30,59,3
2343,1,59,12,10,44,49,24,26,5
2344,12,94,53,100,17,2,26,95,5
2345,6,48,89,33,17,32,49,25,2
2346,74,53,67,19,39,1,37,18,4
2347,40,45,1,80,88,66,51,32,8
2348,75,19,25,87,100,1,60,28,5
2349,24,39,1,33,80,25,66,10,2
2350,19,1,11,53,6,28,40,17,3
2351,1,44,8,32,11,48,90,50,4
2352,81,32,30,8,22,25,35,98,4
2353,32,35,2,81,26,16,25,10,4
2354,39,46,12,10,82,13,9,98,3
2355,59,38,12,73,57,1,25,50,4
2356,6,74,87,31,39,27,40,25,7
2357,44,17,3,59,38,56,75,68,5
2358,24,46,96,48,60,3,18,12,5
2359,79,53,90,54,62,4,18,39,5
2360,1,95,25,26,47,96,3,84,2
2361,45,82,3,78,40,8,17,60,8
2362,11,18,7,15,85,45,47,25,7
2363,82,94,81,33,35,58,11,1,3
2364,5,45,35,96,94,55,18,74,5
2365,94,59,89,17,20,41,64,1,4
2366,40,1,61,89,53,3,27,94,5
2367,31,56,74,26,16,38,60,2,4
2368,10,53,74,1,15,92,3,61,5
2369,75,30,82,11,51,39,90,3,6
2370,15,52,3,49,1,22,23,75,3
2371,20,87,5,84,60,99,3,36,3
2372,35,80,32,17,74,95,59,73,5
2373,1,61,89,81,78,20,4,60,3
2374,19,67,82,9,94,58,25,52,6
2375,80,5,31,26,100,53,67,39,4
2376,45,18,53,37,16,96,95,75,4
2377,47,53,3,75,72,15,11,60,2
2378,20,66,53,82,70,88,100,98,2
2379,60,66,2,76,44,51,89,24,4
2380,60,22,33,87,94,66,9,39,4
2381,95,16,12,5,4,42,9,30,5
2382,59,23,2,86,1,80,20,11,3
2383,61,66,5,40,74,38,1,80,6
2384,72,10,56,20,24,1,16,52,3
2385,53,7,96,42,24,6,44,75,2
2386,46,87,53,23,56,39,52,20,3
2387,80,59,46,12,52,88,82,1,6
2388,26,31,46,77,48,1,87,69,2
2389,30,50,45,12,40,68,56,54,5
2390,67,44,10,87,18,27,81,20,3
2391,32,26,14,12,4,1,10,29,2
2392,51,3,79,93,25,70,38,12,6
2393,18,10,95,74,1,83,40,20,2
2394,11,1,88,15,45,74,54,51,3
2395,24,52,92,26,75,47,1,25,5
2396,31,20,38,33,94,1,54,53,4
2397,45,94,31,1,26,4,67,42,4
2398,32,78,44,61,17,22,45,27,4
2399,10,1,67,19,89,60,78,2,7
2400,1,73,75,9,25,4,24,32,4
2401,67,82,17,20,73,52,19,43,4
2402,1,82,9,72,62,59,25,37,5
2403,46,96,73,1,88,4,81,45,4
2404,4,59,52,2,88,46,39,24,8
2405,25,66,32,42,1,8,27,12,6
2406,63,13,32,4,88,19,54,10,4
2407,52,11,31,71,25,53,37,47,3
2408,18,5,54,41,11,10,82,46,2
2409,7,24,4,5,88,33,1,62,2
2410,26,12,39,89,31,5,38,18,3
2411,1,96,80,12,10,19,3,26,4
2412,8,78,39,19,14,1,87,12,3
2413,75,15,80,87,21,12,74,73,5
2414,39,94,3,1,73,54,5,23,4
2415,1,61,72,85,14,60,2,54,2
2416,18,75,40,1,57,39,15,87,6
2417,51,46,49,61,48,82,8,25,7
2418,5,78,61,18,26,75,22,32,7
2419,1,87,24,52,95,67,94,31,5
2420,52,31,88,95,66,87,1,39,5
2421,66,38,18,67,31,17,14,47,2
2422,72,74,24,54,51,66,73,3,7
2423,12,54,72,53,19,82,26,36,5
2424,96,32,70,4,35,8,15,3,3
2425,3,45,56,99,4,69,1,73,5
2426,27,39,20,30,18,31,55,26,3
2427,50,22,81,18,5,32,97,60,4
2428,53,1,9,94,5,32,66,26,4
2429,12,73,94,1,38,26,33,47,5
2430,45,17,36,3,1,14,59,61,4
2431,42,87,73,3,67,61,45,97,4
2432,59,1,39,10,21,71,23,22,4
2433,56,11,88,44,25,55,84,77,2
2434,13,59,12,76,8,89,34,17,4
2435,14,81,24,17,54,88,16,29,7
2436,48,58,35,32,52,92,68,17,3
2437,61,87,97,53,74,46,11,4,4
2438,55,61,25,59,44,1,20,7,3
2439,35,81,73,8,3,16,1,37,7
2440,94,12,5,55,33,56,45,83,4
2441,22,80,100,14,33,87,55,38,4
2442,5,13,34,51,26,57,1,72,7
2443,29,23,89,72,87,53,39,59,6
2444,1,68,82,9,67,46,80,39,4
2445,96,20,66,40,11,1,18,45,3
2446,50,44,24,66,1,3,45,75,4
2447,54,35,80,25,46,24,31,1,4
2448,27,5,23,60,25,80,4,100,2
2449,19,11,39,68,26,6,7,3,4
2450,58,36,18,80,44,25,59,87,4
2451,62,89,25,82,1,18,95,80,3
2452,59,89,29,1,60,25,85,19,3
2453,1,31,13,59,32,10,24,52,4
2454,12,73,24,1,38,54,39,2,5
2455,48,25,10,42,18,94,57,49,4
2456,60,46,4,81,24,29,80,44,8
2457,41,4,19,5,47,31,61,73,5
2458,58,30,43,52,17,44,60,5,4
2459,89,18,87,47,28,20,88,58,5
2460,1,46,12,89,3,5,47,88,4
2461,2,33,44,1,10,75,5,68,3
2462,67,10,3,1,5,19,24,45,2
2463,16,19,100,1,71,25,95,51,2
2464,4,19,29,1,23,74,53,59,4
2465,1,31,28,89,26,7,18,5,5
2466,66,37,96,53,87,1,94,25,5
2467,1,40,32,89,80,71,90,68,4
2468,60,46,81,21,76,87,7,80,3
2469,26,61,95,11,89,67,5,17,8
2470,45,61,17,96,81,8,19,67,4
2471,3,79,19,80,50,88,59,34,6
2472,39,88,38,40,95,1,18,69,6
2473,51,73,18,37,82,62,66,45,2
2474,12,29,26,1,10,4,38,28,6
2475,23,5,11,1,7,95,14,38,5
2476,75,54,9,88,10,1,24,81,4
2477,27,39,11,30,1,40,95,25,3
2478,1,98,15,10,39,46,66,77,2
2479,58,23,16,59,19,67,47,1,3
2480,95,1,40,25,46,76,52,69,4
2481,3,96,19,39,61,1,29,75,4
2482,53,11,61,46,86,29,56,1,3
2483,5,85,32,45,24,56,17,81,5
2484,19,20,11,14,37,21,5,95,5
2485,28,39,23,56,1,80,67,3,4
2486,26,16,41,9,12,74,60,38,4
2487,12,25,39,4,89,45,18,2,4
2488,17,96,81,73,19,68,18,1,6
2489,74,3,59,66,48,62,60,45,4
2490,47,18,5,1,93,17,13,89,4
2491,96,13,67,19,10,59,53,1,3
2492,82,60,3,75,59,15,53,39,3
2493,73,76,1,53,88,81,44,37,3
2494,3,32,1,28,59,31,26,58,7
2495,12,1,5,3,57,49,34,74,2
2496,67,84,5,70,63,18,8,55,2
2497,11,82,80,54,47,53,27,6,3
2498,27,12,31,88,14,5,42,25,6
2499,46,94,47,53,31,59,80,1,4
2500,10,16,1,59,31,4,96,45,2
2501,1,77,73,28,80,52,66,14,6
2502,20,31,66,19,82,4,73,78,4
2503,37,21,11,8,43,56,16,22,4
2504,20,88,18,96,1,35,38,16,2
2505,24,1,33,46,16,7,68,53,7
2506,75,55,2,12,88,48,89,95,4
2507,66,4,59,40,1,17,96,16,4
2508,38,67,1,55,88,82,68,94,3
2509,54,9,45,92,52,47,38,1,4
2510,9,33,41,32,28,27,23,5,4
2511,10,32,18,1,9,25,11,27,7
2512,30,67,1,56,39,31,90,53,3
2513,11,34,46,74,37,1,10,7,2
2514,1,59,16,75,13,8,46,6,7
2515,61,5,31,3,29,59,23,67,4
2516,81,44,1,33,29,24,61,57,5
2517,17,67,26,73,54,21,82,81,5
2518,24,38,77,50,45,18,95,54,5
2519,2,91,77,81,75,72,1,9,8
2520,11,53,32,36,3,31,27,55,4
2521,1,58,7,14,24,2,87,45,5
2522,9,1,59,75,19,82,33,68,7
2523,1,53,39,74,13,54,21,87,4
2524,7,24,26,80,95,42,82,60,4
2525,29,79,95,67,5,17,1,10,3
2526,26,46,4,80,95,5,14,66,5
2527,89,52,42,47,38,87,39,3,3
2528,53,24,54,14,6,90,68,81,6
2529,64,1,97,10,95,13,53,35,4
2530,3,31,4,24,77,96,80,34,5
2531,40,3,59,22,17,98,5,31,4
2532,38,1,2,80,53,7,24,19,4
2533,41,74,17,18,1,34,10,67,4
2534,41,51,25,96,80,40,10,57,4
2535,88,37,25,1,16,32,66,24,4
2536,68,1,45,6,2,58,44,72,5
2537,94,61,96,29,47,91,81,74,2
2538,65,75,42,1,41,73,32,54,4
2539,59,14,35,67,81,61,9,10,4
2540,59,9,94,1,88,80,10,15,5
2541,53,31,19,75,61,66,88,14,6
2542,45,60,2,4,77,68,28,85,2
2543,95,89,28,1,5,82,25,15,6
2544,61,82,11,1,81,87,28,18,3
2545,33,24,59,29,73,32,3,6,2
2546,31,1,17,19,80,22,52,81,4
2547,31,87,25,7,89,8,70,96,5
2548,94,12,74,73,24,53,28,80,2
2549,17,80,41,97,69,23,10,15,5
2550,5,75,41,17,95,44,27,12,3
2551,1,20,59,31,54,74,39,4,4
2552,53,32,80,65,46,48,45,13,4
2553,11,89,6,60,54,7,25,32,3
2554,3,5,49,11,54,30,91,42,2
2555,59,47,39,75,12,80,6,1,5
2556,71,26,2,38,45,39,46,68,4
2557,74,96,80,33,50,77,83,68,2
2558,34,83,9,47,33,2,87,13,6
2559,26,78,4,16,52,1,54,32,5
2560,12,48,5,4,94,74,43,1,4
2561,16,11,33,4,71,57,32,31,5
2562,88,1,94,26,73,59,19,66,4
2563,80,87,10,49,13,19,45,14,3
2564,88,5,14,68,52,23,1,69,2
2565,33,25,58,67,2,24,50,5,3
2566,1,40,10,21,67,8,43,80,2
2567,1,9,39,89,28,33,82,96,3
2568,89,20,45,38,59,44,39,18,6
2569,29,17,67,33,1,44,28,96,2
2570,1,21,52,30,67,66,29,53,5
2571,12,46,22,4,47,20,82,17,7
2572,21,32,33,3,54,53,55,58,4
2573,45,13,53,81,75,24,62,85,3
2574,12,8,96,1,94,32,63,29,3
2575,10,68,61,74,67,87,12,42,3
2576,4,40,18,86,56,52,6,20,4
2577,75,31,5,82,26,71,59,11,4
2578,41,1,53,17,13,99,9,74,6
2579,81,24,94,25,45,32,46,1,2
2580,31,94,59,10,87,45,7,83,2
2581,10,17,47,37,89,60,21,1,5
2582,73,89,23,14,84,33,27,47,2
2583,19,52,4,7,81,55,60,36,2
2584,27,94,13,81,18,2,11,38,4
2585,98,15,46,95,54,74,17,88,7
2586,67,87,32,20,60,1,59,21,4
2587,37,20,74,46,26,25,96,1,3
2588,40,73,29,13,5,11,1,80,2
2589,32,52,95,62,5,10,4,1,6
2590,4,53,55,39,24,61,38,80,7
2591,9,34,74,72,56,39,1,82,5
2592,19,59,39,38,66,49,57,5,4
2593,1,87,89,88,96,9,58,94,4
2594,31,75,54,28,21,49,68,47,5
2595,1,38,22,5,93,74,67,46,3
2596,54,64,87,98,67,45,46,1,3
2597,2,96,11,10,5,94,59,19,2
2598,45,37,13,53,95,6,40,54,4
2599,10,67,3,27,24,41,25,18,2
2600,2,8,4,75,15,1,50,12,4
2601,10,31,66,59,18,39,42,3,2
2602,51,1,25,6,75,54,11,31,5
2603,10,1,46,80,87,11,19,54,4
2604,12,54,28,39,22,87,73,40,6
2605,10,26,52,73,68,44,94,9,3
2606,89,14,15,18,12,53,55,25,8
2607,52,11,85,95,36,89,15,50,2
2608,75,46,16,36,8,80,22,12,5
2609,72,74,45,4,47,28,96,11,7
2610,89,28,88,5,79,85,12,45,5
2611,71,16,82,75,33,87,62,10,6
2612,59,4,46,31,87,61,3,18,2
2613,96,9,14,73,53,30,16,25,6
2614,58,74,39,59,26,48,11,61,6
2615,53,39,13,73,25,89,3,82,4
2616,48,50,61,36,83,31,67,3,5
2617,59,36,82,46,94,20,74,10,3
2618,11,19,21,18,26,58,81,22,5
2619,1,25,47,52,6,45,16,67,4
2620,1,88,79,11,36,74,82,45,4
2621,87,8,44,78,47,9,73,46,5
2622,46,73,21,1,82,94,25,51,3
2623,16,95,96,39,1,91,35,24,5
2624,47,6,32,17,36,11,80,94,7
2625,33,40,36,39,68,45,49,53,3
2626,43,40,54,31,24,44,80,36,6
2627,26,31,25,1,37,38,82,34,5
2628,33,1,92,89,32,54,88,19,4
2629,59,45,52,26,87,33,19,40,3
2630,79,21,16,73,60,9,61,12,2
2631,19,67,23,57,39,14,10,45,5
2632,23,12,95,2,73,93,1,46,4
2633,87,18,90,59,1,54,40,66,3
2634,59,47,48,88,58,1,20,46,6
2635,12,54,76,19,3,89,61,40,5
2636,1,80,52,16,55,24,60,4,2
2637,30,53,1,20,10,79,9,75,4
2638,94,21,1,13,26,54,17,9,6
2639,12,39,14,45,66,2,1,10,6
2640,8,94,40,1,21,12,38,54,4
2641,23,60,63,83,26,52,56,4,5
2642,5,68,22,82,31,32,11,4,8
2643,85,24,22,33,72,66,98,9,4
2644,11,67,86,25,45,10,26,38,3
2645,42,88,18,2,28,89,38,82,4
2646,37,82,18,1,21,32,29,88,2
2647,59,6,43,11,74,1,54,16,2
2648,33,10,40,54,75,50,82,31,3
2649,1,14,74,10,61,46,76,17,6
2650,3,2,68,55,82,33,6,28,4
2651,2,88,92,11,83,27,16,59,4
2652,11,47,32,29,73,98,26,24,6
2653,33,1,24,89,25,20,22,36,5
2654,45,93,20,21,94,26,1,18,5
2655,1,6,10,17,24,13,26,33,6
2656,81,94,9,1,7,3,20,96,6
2657,24,4,1,46,8,10,22,50,2
2658,40,12,24,9,31,15,27,7,4
2659,1,31,61,46,59,96,24,39,5
2660,25,87,59,12,38,29,40,1,2
2661,16,10,42,79,3,1,38,96,5
2662,44,67,88,19,75,53,61,39,3
2663,24,29,1,26,68,41,73,2,4
2664,57,5,80,59,25,88,18,21,4
2665,80,89,17,61,46,31,87,10,2
2666,24,39,3,35,73,20,33,26,5
2667,85,100,40,1,43,9,3,32,3
2668,29,19,3,16,1,51,97,34,2
2669,19,96,12,81,4,54,39,25,4
2670,25,40,53,18,44,67,47,4,2
2671,33,41,15,45,89,46,50,28,5
2672,65,35,12,46,30,4,82,39,3
2673,15,83,61,81,91,40,39,95,4
2674,18,34,1,19,32,47,5,10,7
2675,87,100,17,31,61,55,15,5,5
2676,27,87,1,100,73,25,30,41,6
2677,50,52,81,42,60,67,40,5,5
2678,44,26,61,10,99,47,100,5,7
2679,17,29,87,44,54,32,40,59,2
2680,67,73,25,20,24,3,27,18,8
2681,89,66,74,45,54,32,71,9,5
2682,1,81,87,74,4,97,36,19,6
2683,75,74,5,24,82,4,87,81,4
2684,51,75,88,95,34,74,37,12,3
2685,67,54,44,17,80,56,38,82,7
2686,37,21,89,38,23,19,7,88,5
2687,40,12,46,19,68,61,75,97,6
2688,40,5,97,19,39,94,73,52,7
2689,48,12,17,61,30,24,1,41,4
2690,12,11,53,1,4,40,73,54,6
2691,11,67,80,10,75,29,74,87,5
2692,1,58,24,4,18,39,38,32,5
2693,28,54,33,73,25,81,34,17,3
2694,87,90,39,32,75,35,80,64,7
2695,47,89,28,3,1,80,60,67,2
2696,56,47,1,69,11,33,75,14,4
2697,19,31,10,18,43,81,3,27,4
2698,1,55,39,13,24,60,11,59,8
2699,60,80,24,28,87,27,63,4,4
2700,31,68,5,4,24,74,50,38,5
2701,31,1,82,18,61,53,17,96,7
